object_id,satellite_name,launch_year,launch_mass_kg,dry_mass_kg,operator,country,purpose,orbit_type,perigee_km,apogee_km,inclination_deg,bus_family,mass_source,mass_confidence,dominant_material_1,dominant_material_fraction_1,dominant_material_2,dominant_material_fraction_2,dominant_material_3,dominant_material_fraction_3
39091,"TUGSat-1  (Technische Universität Graz Satellit, CanX-3b, BRITE-Austria)",2013,14.0,10.08,Austria,Austria,Technology Development,LEO,770,784,98.6,University of Toronto Institute for Aerospace Studies (UTIAS),UCS Database,0.9,CFRP Structural Tubes,0.567,Solder Alloy Sn-Pb,0.297,Nomex Honeycomb,0.136
39075,"Globalstar M096 (Globalstar 94, Globalstar 2-22)",2013,700.0,490.0,USA,France,Communications,Unknown,"1,413","1,414",52.01,Thales Alenia Space,UCS Database,0.9,GaAs Semiconductor,0.402,Polyethylene (HDPE),0.227,Titanium Alloy Ti-6Al-4V,0.371
39072,"Globalstar M097 (Globalstar 78, Globalstar 2-19)",2013,700.0,490.0,USA,France,Communications,Unknown,"1,370","1,391",52.01,Thales Alenia Space,UCS Database,0.9,Silicone Elastomer,0.444,Inconel 718,0.226,Aluminum Alloy 2024,0.33
39249,Gonets M-14,2013,270.0,189.0,Russia,Russia,Communications,Unknown,"1,482","1,507",82.49,ISS Reshetnev,UCS Database,0.9,Ceramic Thermal Tiles,0.438,GaAs Semiconductor,0.234,Stainless Steel 316,0.328
39250,Gonets M-16,2013,270.0,189.0,Russia,Russia,Communications,Unknown,"1,493","1,508",82.49,ISS Reshetnev,UCS Database,0.9,Quartz Glass,0.403,Phenolic Composite,0.236,Teflon (PTFE),0.361
39251,Gonets M-17,2013,270.0,189.0,Russia,Russia,Communications,Unknown,"1,494","1,509",92.49,ISS Reshetnev,UCS Database,0.9,PEEK Polymer,0.483,Aluminum Alloy 2024,0.308,Aluminum Honeycomb,0.209
39188,O3b FM05 (Other 3 Billion),2013,700.0,490.0,United Kingdom,United Kingdom,Communications,Unknown,"8,064","8,068",0.03,Thales Alenia Space,UCS Database,0.9,Fused Silica,0.473,Copper Wiring,0.236,PCB FR-4 Substrate,0.291
39073,"Globalstar M093 (Globalstar 87, Globalstar 2-20)",2013,700.0,,USA,France,Communications,Unknown,"1,412","1,415",51.98,Thales Alenia Space,UCS Database,0.9,,,,,,
39189,O3b FM04,2013,700.0,490.0,United Kingdom,United Kingdom,Communications,Unknown,"8,062","8,069",0.04,Thales Alenia Space,UCS Database,0.9,Kevlar Composite,0.445,Beryllium-Copper Alloy,0.231,Tungsten Masses,0.324
39190,O3b FM02,2013,700.0,,United Kingdom,United Kingdom,Communications,Unknown,"8,063","8,069",0.03,Thales Alenia Space,UCS Database,0.9,,,,,,
39423,WNISat-1 (Weather News Inc. Satellite 1),2013,10.0,,Japan,Japan,Earth Observation,LEO,594,849,97.8,Axelspace,UCS Database,0.9,,,,,,
39089,NEOSSat (Near Earth Object Surveillance Satellite),2013,74.0,53.28,Canada,NR,Space Observation,LEO,772,786,98.6,Microsat Systems Canada Inc.,UCS Database,0.9,Solder Alloy Sn-Pb,0.407,Fused Silica,0.307,Titanium Alloy Ti-5Al-2.5Sn,0.286
39253,"Hisaki (Sprint A, Spectroscopic Planet Observatory for Recognition of Interaction of Atmosphere)",2013,348.0,243.6,Japan,Japan,Space Science,Unknown,952,"1,155",31.0,NEC Corporation,UCS Database,0.9,Aluminum Honeycomb,0.439,Stainless Steel 304,0.269,Polypropylene,0.292
39417,ZACUBE-1 (TshepisoSAT),2013,2.0,1.44,South Africa,South Africa,Technology Development/Educational,LEO,592,633,97.6,French South African Institute of Technology/Cape Peninsula University of Technology,UCS Database,0.9,Nomex Honeycomb,0.515,Indium Phosphide (InP),0.272,Carbon Fiber Reinforced Polymer,0.213
39425,AprizeSat 8 (exactView-12),2013,12.0,8.64,USA/Argentina,USA,Communications/Maritime Tracking,LEO,594,669,97.8,SpaceQuest,UCS Database,0.9,CFRP Honeycomb,0.467,Silver Coating,0.29,Lithium-Ion Battery Cells,0.243
39416,AprizeSat 7,2013,12.0,8.64,Canada,USA,Communications,LEO,594,653,97.8,SpaceQuest,UCS Database,0.9,Beryllium-Copper Alloy,0.498,Silicon Semiconductor,0.284,Solder Alloy Sn-Pb,0.218
39467,ALiCE  (AFIT LEO iMESA CNT E),2013,5.0,3.6,USA,NR,Technology Development,LEO,443,886,120.3,US Air Force Institute of Technology,UCS Database,0.9,PCB FR-4 Substrate,0.506,Glass Fiber Reinforced Polymer,0.262,Carbon Fiber Reinforced Polymer,0.232
39197,IRIS (Interface Region Imaging Spectrometer),2013,236.0,169.92,USA,USA,Space Science,LEO,620,664,97.9,Lockheed Martin Space Systems Advanced Technology Center (ATC),UCS Database,0.9,Polyethylene (HDPE),0.587,Phenolic Composite,0.252,Silicon Semiconductor,0.161
39160,VNREDSat 1A  (Vietnam Natural Resources Environment and Disaster monitoring small Satellite),2013,115.0,82.8,Vietnam,NR,Earth Observation,LEO,682,685,98.13,EADS Astrium,UCS Database,0.9,Multi-Layer Insulation Foil,0.462,Inconel 718,0.248,Solar Cell Silicon,0.29
39076,"Globalstar M078 (Globalstar 95, Globalstar 2-23)",2013,700.0,490.0,USA,France,Communications,Unknown,"1,412","1,415",51.99,Thales Alenia Space,UCS Database,0.9,Titanium Alloy Ti-6Al-4V,0.543,Copper Wiring,0.226,Polypropylene,0.231
39451,SWARM-B,2013,468.0,336.96,ESA,ESA,Earth Observation,LEO,473,476,87.3,Astrium,UCS Database,0.9,Titanium Alloy Ti-6Al-4V,0.568,Titanium Alloy Ti-5Al-2.5Sn,0.295,Gold Plating,0.137
39265,Cassiope (CAScade SmallSat and Ionospheric Polar Explorer),2013,490.0,343.0,Canada,Canada,Earth Science,Unknown,325,"1,486",81.0,Canadian Space Agency,UCS Database,0.9,Nomex Honeycomb,0.437,Inconel 625,0.31,GaAs Semiconductor,0.253
39453,SWARM-C,2013,468.0,,ESA,ESA,Earth Observation,LEO,486,496,87.5,Astrium,UCS Database,0.9,,,,,,
39420,OPTOS,2013,3.0,2.16,Spain,NR,Technology Development,LEO,594,797,97.8,Instituto Nacional de Tecnica Aerospacial (INTA),UCS Database,0.9,CFRP Honeycomb,0.453,Silicone Elastomer,0.286,Indium Phosphide (InP),0.261
39209,Chuangxin-3,2013,200.0,144.0,China,China,Technology Development,LEO,665,672,98.03,Chinese Academy of Sciences,UCS Database,0.9,Aluminum Alloy 6061,0.582,Gallium Nitride (GaN),0.301,Gold Plating,0.117
39452,SWARM-A,2013,468.0,336.96,ESA,ESA,Earth Observation,LEO,473,476,87.3,Astrium,UCS Database,0.9,Quartz Glass,0.568,Aluminum Alloy 2024,0.313,Niobium Alloy,0.119
39068,STSat-2C,2013,93.0,65.1,South Korea,South Korea,Technology Development,Unknown,298,"1,482",80.28,Korea Advanced Institute of Science and Technology (KAIST),UCS Database,0.9,Kapton Polyimide,0.422,Carbon Fiber Reinforced Polymer,0.317,Glass Fiber Reinforced Polymer,0.261
39430,GATOSS (Global Air Traffic Awareness and Optimizing through Spaceborne Surveillance),2013,5.0,,Denmark,NR,Technology Development,LEO,593,819,97.7,GomSpace/University of Aalborg,UCS Database,0.9,,,,,,
40055,CanX-4,2014,15.0,10.8,Canada,Canada,Technology Development,LEO,642,659,97.74,University of Toronto Institute for Aerospace Studies,UCS Database,0.9,Inconel 718,0.506,Silver Coating,0.207,Tungsten Masses,0.287
40129,"Galileo FOC FM2 (0202, Galileo 6, PRN E14)",2014,733.0,513.1,ESA,NR,Navigation/Global Positioning,Unknown,"13,810","25,918",49.77,"OHB-System GmbH, SSTL ",UCS Database,0.9,Kevlar Composite,0.463,Aluminum Honeycomb,0.276,Titanium Alloy Ti-6Al-4V,0.261
40079,O3b FM03,2014,650.0,455.0,United Kingdom,United Kingdom,Communications,Unknown,"8,060","8,071",0.09,Thales Alenia Space,UCS Database,0.9,Multi-Layer Insulation Foil,0.436,Magnesium Alloy AZ31,0.32,Polypropylene,0.244
39763,"Rodnik (Cosmos 2498, Strela 3M)",2014,280.0,196.0,Russia,Russia,Communications,Unknown,"1,477","1,509",82.44,OAS ISS,UCS Database,0.9,Magnesium Alloy AZ80,0.506,Titanium Alloy Ti-6Al-4V,0.348,Stainless Steel 316,0.146
39761,"Rodnik (Cosmos 2496, Strela 3M)",2014,280.0,196.0,Russia,Russia,Communications,Unknown,"1,480","1,511",82.44,OAS ISS,UCS Database,0.9,Gallium Nitride (GaN),0.459,Kevlar Composite,0.209,Nomex Honeycomb,0.332
40080,O3b FM06,2014,650.0,455.0,United Kingdom,United Kingdom,Communications,Unknown,"7,831","7,845",0.12,Thales Alenia Space,UCS Database,0.9,Polyethylene (HDPE),0.481,Tungsten Masses,0.204,Multi-Layer Insulation Foil,0.315
40081,O3b FM07,2014,650.0,455.0,United Kingdom,United Kingdom,Communications,Unknown,"7,827","7,844",0.12,Thales Alenia Space,UCS Database,0.9,Glass Fiber Reinforced Polymer,0.469,Nickel-Hydrogen Battery Cells,0.301,Kevlar Composite,0.23
40082,O3b FM08,2014,650.0,,United Kingdom,United Kingdom,Communications,Unknown,"7,815","7,842",0.12,Thales Alenia Space,UCS Database,0.9,,,,,,
40351,O3b FM09,2014,650.0,455.0,United Kingdom,United Kingdom,Communications,Unknown,"8,063","8,068",0.04,Thales Alenia Space,UCS Database,0.9,Stainless Steel 304,0.556,Molybdenum Structure,0.302,Carbon Fiber Reinforced Polymer,0.142
40348,O3b FM10,2014,650.0,,United Kingdom,United Kingdom,Communications,Unknown,"8,063","8,069",0.04,Thales Alenia Space,UCS Database,0.9,,,,,,
40349,O3b FM11,2014,650.0,455.0,United Kingdom,United Kingdom,Communications,Unknown,"8,063","8,069",0.04,Thales Alenia Space,UCS Database,0.9,Gold Plating,0.54,Kevlar Composite,0.257,Aluminum Honeycomb,0.203
39767,UNIFORM 1  (UNiversity International FORmation Mission 1),2014,50.0,36.0,Japan,Japan,Earth Observation,LEO,622,629,97.87,Wakayama University and other Japanese universities,UCS Database,0.9,Gold Plating,0.516,Polypropylene,0.268,Rhenium Alloy,0.216
39762,"Rodnik (Cosmos 2497, Strela 3M)",2014,280.0,196.0,Russia,Russia,Communications,Unknown,"1,478","1,510",82.45,OAS ISS,UCS Database,0.9,Stainless Steel 316,0.556,Aluminum Alloy 7075,0.202,CFRP Structural Tubes,0.242
40137,Chuangxin 1-4 (Innovation 1-4),2014,100.0,72.0,China,China,Earth Observation,LEO,778,809,98.46,Chinese Academy of Sciences,UCS Database,0.9,CFRP Structural Tubes,0.473,Kapton Polyimide,0.248,Ceramic Thermal Tiles,0.279
40298,ASNARO 1 (Advanced Satellite with New system Architecture for Observation),2014,500.0,,Japan,Japan,Earth Observation,LEO,506,507,97.48,NEC Corporation,UCS Database,0.9,,,,,,
40350,O3b FM12,2014,650.0,,United Kingdom,United Kingdom,Communications,Unknown,"8,063","8,069",0.04,Thales Alenia Space,UCS Database,0.9,,,,,,
39770,SPROUT  (SPace Research On Unique Technology),2014,7.0,,Japan,Japan,Technology Development,LEO,614,629,97.87,Nihon University,UCS Database,0.9,,,,,,
40053,Spot 7 (Système Probatoire d’Observation de la Terre),2014,714.0,514.08,France/Belgium/Sweden,France,Earth Observation,LEO,643,660,98.2,Airbus Defense and Space,UCS Database,0.9,Silver Coating,0.401,Solar Cell Silicon,0.329,Kapton Polyimide,0.27
40044,Lemur-1,2014,10.0,7.2,USA,USA,Technology Development,LEO,612,697,97.98,NanoSatisfi Inc.,UCS Database,0.9,Gold Plating,0.421,Glass Fiber Reinforced Polymer,0.332,Silicon Semiconductor,0.247
40010,KazEOSat-2 (kazcosmos Earth Observation Satellite),2014,185.0,133.2,Kazakhstan,NR,Earth Observation,LEO,612,636,97.99,Surrey Satellite Technology Ltd.,UCS Database,0.9,Solar Cell Silicon,0.492,Stainless Steel 316,0.266,Nomex Honeycomb,0.242
39768,SOCRATES  (Space Optical Communications Research Advanced TEchnology Satellite),2014,48.0,34.56,Japan,Japan,Technology Development,LEO,618,629,97.87,"Advanced Engineering Services Company, Ltd.",UCS Database,0.9,Gold Plating,0.542,Aluminum Alloy 7075,0.28,Tungsten Masses,0.178
39731,KazEOSat-1 (Kazcosmos Earth Observation Satellite),2014,830.0,,Kazakhstan,NR,Earth Observation,LEO,751,754,98.53,Airbus Defence and Space,UCS Database,0.9,,,,,,
40015,Hodoyoshi-3,2014,60.0,43.2,Japan,Japan,Technology Development,LEO,613,666,97.98,University of Tokyo,UCS Database,0.9,Ceramic Thermal Tiles,0.531,Titanium Alloy Ti-5Al-2.5Sn,0.256,Inconel 718,0.213
40045,Aerocube 6A,2014,5.0,3.6,USA,USA,Technology Development,LEO,614,700,97.98,Aerospace Corporation,UCS Database,0.9,Gallium Nitride (GaN),0.448,Silicon Semiconductor,0.278,Phenolic Composite,0.274
40072,"SkySat-2 (B, S2)",2014,90.0,64.8,USA,USA,Earth Observation,LEO,626,634,98.4,Skybox Imaging,UCS Database,0.9,Epoxy Composite,0.515,Tungsten Masses,0.249,Quartz Glass,0.236
40075,AISSat-2 (Automatic Identification System Satellite-2),2014,6.0,4.32,Norway,Norway,Communications,LEO,625,631,98.4,Kongsberg Seatex AS/University of Toronto Institute for Aerospace Studies,UCS Database,0.9,Aluminum Alloy 7075,0.487,Titanium Alloy Ti-5Al-2.5Sn,0.348,Aluminum Honeycomb,0.165
40136,Ling Qiao,2014,100.0,72.0,China,China,Technology Development,LEO,779,808,98.47,Xinwei Telecom Technology Co/Tsinghua University,UCS Database,0.9,GaAs Semiconductor,0.488,Carbon Fiber Reinforced Polymer,0.309,PCB FR-4 Substrate,0.203
40019,AprizeSat 10 (exactView-13),2014,12.0,,USA/Argentina,USA,Communications/Maritime Tracking,LEO,613,733,97.9,SpaceQuest,UCS Database,0.9,,,,,,
40018,AprizeSat 9 (exactView-11),2014,12.0,,USA,USA,Communications/Maritime Tracking,LEO,613,715,97.9,SpaceQuest,UCS Database,0.9,,,,,,
40011,Hodoyoshi-4,2014,60.0,43.2,Japan,Japan,Technology Development,LEO,613,650,97.99,University of Tokyo,UCS Database,0.9,Glass Fiber Reinforced Polymer,0.499,Silver Coating,0.215,Copper Wiring,0.286
40046,Aerocube 6B,2014,5.0,3.6,USA,USA,Technology Development,LEO,614,700,97.98,Aerospace Corporation,UCS Database,0.9,Solder Alloy Sn-Pb,0.455,PCB FR-4 Substrate,0.223,Copper Wiring,0.322
40100,"GSSAP 2 (Geosynchronous Space Situational Awareness Program, USA 254)",2014,500.0,350.0,USA,USA,Space Observation,Unknown,"35,826","35,832",0.02,Orbital Sciences Corp.,UCS Database,0.9,Kapton Polyimide,0.426,Copper Wiring,0.221,Molybdenum Structure,0.353
40128,"Galileo FOC FM1 (0201, Galileo 5, PRN E18)",2014,733.0,513.1,ESA,NR,Navigation/Global Positioning,Unknown,"17,231","25,971",49.78,"OHB-System GmbH, SSTL ",UCS Database,0.9,Teflon (PTFE),0.561,Magnesium Alloy AZ80,0.326,Multi-Layer Insulation Foil,0.113
40042,PolyITAN-1,2014,1.0,0.72,Ukraine,NR,Technology Development,LEO,606,626,97.99,National Technical University,UCS Database,0.9,Teflon (PTFE),0.475,Aluminum Alloy 7075,0.326,Quartz Glass,0.199
40043,TIGRISat,2014,1.0,0.72,Iraq,Iraq,Earth Observation,LEO,611,698,97.98,La Sapienza University of Rome,UCS Database,0.9,CFRP Honeycomb,0.407,Carbon Fiber Reinforced Polymer,0.247,Copper Wiring,0.346
40039,Perseus M1,2014,6.0,4.32,Russia,NR,Communications,LEO,607,625,97.99,Dauria Aerospace/Canopus Systems,UCS Database,0.9,Inconel 718,0.579,Lithium-Ion Battery Cells,0.204,Magnesium Alloy AZ80,0.217
40037,Perseus M2,2014,6.0,4.32,Russia,NR,Communications,LEO,606,624,97.99,Dauria Aerospace/Canopus Systems,UCS Database,0.9,Solder Alloy Sn-Pb,0.552,Rhenium Alloy,0.295,PEEK Polymer,0.153
40144,Tiantuo-2,2014,67.0,48.24,China,NR,Earth Observation/Communications,LEO,477,493,97.42,National University of Defense Technology,UCS Database,0.9,Silicon Semiconductor,0.585,PEEK Polymer,0.269,Magnesium Alloy AZ31,0.146
40315,"Glonass 702 (Glonass K, Cosmos 2501)",2014,935.0,654.5,Russia,Russia,Navigation/Global Positioning,Unknown,"19,103","19,178",64.83,ISS Reshetnev,UCS Database,0.9,Gold Plating,0.567,Titanium Alloy Ti-6Al-4V,0.259,Nomex Honeycomb,0.174
40059,OCO 2  (Orbiting Carbon Observatory),2014,454.0,326.88,USA,USA,Earth Observation,LEO,701,704,98.2,Orbital Sciences Corp.,UCS Database,0.9,Lithium-Ion Battery Cells,0.486,Stainless Steel 304,0.212,Molybdenum Structure,0.302
40056,CanX-5,2014,15.0,10.8,Canada,Canada,Technology Development,LEO,643,656,98.26,University of Toronto Institute for Aerospace Studies,UCS Database,0.9,Aluminum Alloy 7075,0.55,Kapton Polyimide,0.214,Solar Cell Silicon,0.236
40020,BRITE-CA-1 (BRITE Toronto),2014,10.0,7.2,Canada,NR,Space Science,LEO,613,739,97.97,"University of Toronto, Institute for Aerospace Studies",UCS Database,0.9,Titanium Alloy Ti-6Al-4V,0.508,Solder Alloy Sn-Pb,0.318,CFRP Honeycomb,0.174
40087,ORBCOMM OG2 FM-107,2014,172.0,,USA,USA,Communications,LEO,620,739,47.0,Boeing Corp./Sierra Nevada Corp.,UCS Database,0.9,,,,,,
40013,Deimos 2 ,2014,310.0,223.2,Spain,NR,Earth Observation,LEO,597,619,97.99,Satrec Initiative,UCS Database,0.9,Stainless Steel 316,0.437,Rhenium Alloy,0.335,Silicone Elastomer,0.228
40014,Bugsat-1 (Tita),2014,25.0,18.0,Argentina,NR,Technology Development,LEO,570,617,97.99,Satellogic,UCS Database,0.9,Silver Coating,0.585,Stainless Steel 316,0.25,Copper Wiring,0.165
39650,Ofeq 10,2014,300.0,216.0,Israel,NR,Earth Observation,LEO,385,601,140.94,Israel Aerospace Industries (IAI),UCS Database,0.9,Aluminum Honeycomb,0.504,Molybdenum Structure,0.263,Silicone Elastomer,0.233
40063,Gonets M-20,2014,280.0,196.0,Russia,Russia,Communications,Unknown,"1,478","1,509",82.51,ISS Reshetnev,UCS Database,0.9,Aluminum Alloy 7075,0.53,Stainless Steel 304,0.348,Multi-Layer Insulation Foil,0.122
39769,Rising-2,2014,41.0,29.52,Japan,Japan,Earth Observation,LEO,625,630,97.88,Tohoku University/Hokkaido University,UCS Database,0.9,Stainless Steel 304,0.568,Solar Cell Silicon,0.323,Nickel-Hydrogen Battery Cells,0.109
40070,Relek (ICA-FC1),2014,253.0,182.16,Russia,Russia,Earth Observation,LEO,623,819,98.38,NPO Lavochkin,UCS Database,0.9,Fused Silica,0.559,Beryllium-Copper Alloy,0.303,Solder Alloy SAC305,0.138
40062,Gonets M-19,2014,280.0,196.0,Russia,Russia,Communications,Unknown,"1,480","1,512",82.51,ISS Reshetnev,UCS Database,0.9,Ceramic Thermal Tiles,0.572,Magnesium Alloy AZ31,0.245,Stainless Steel 304,0.183
40061,Gonets M-18,2014,280.0,196.0,Russia,Russia,Communications,Unknown,"1,479","1,510",82.52,ISS Reshetnev,UCS Database,0.9,PCB FR-4 Substrate,0.468,Carbon Fiber Reinforced Polymer,0.282,Fused Silica,0.25
40119,"BRITE-PL-2 (BRIght-star Target Explorer - Poland, Hevelius)",2014,10.0,7.2,Multinational,NR,Space Science,LEO,610,633,98.02,"Space Research Center, Polish Academy of Sciences",UCS Database,0.9,Solder Alloy SAC305,0.462,Copper Wiring,0.348,Solder Alloy Sn-Pb,0.19
40086,ORBCOMM OG2 FM-109,2014,172.0,123.84,USA,USA,Communications,LEO,620,739,47.0,Boeing Corp./Sierra Nevada Corp.,UCS Database,0.9,Titanium Alloy Ti-5Al-2.5Sn,0.594,Kevlar Composite,0.253,Ceramic Thermal Tiles,0.153
40091,ORBCOMM OG2 FM-103,2014,172.0,123.84,USA,USA,Communications,LEO,620,741,47.0,Boeing Corp./Sierra Nevada Corp.,UCS Database,0.9,Nomex Honeycomb,0.41,Aluminum Alloy 6061,0.216,PEEK Polymer,0.374
40301,Qsat-EOS (KYUshu SATellite - Earth Observation System),2014,49.0,,Japan,NR,Earth Observation,LEO,506,553,97.47,Kyushu University,UCS Database,0.9,,,,,,
40977,SINOD D-3,2015,2.0,1.44,USA,USA,Technology Demonstration,LEO,494,800,64.78,SRI International,UCS Database,0.9,Polypropylene,0.456,Indium Phosphide (InP),0.221,Magnesium Alloy AZ80,0.323
41184,ORBCOMM OG2 FM-112,2015,172.0,123.84,USA,USA,Communications,LEO,614,657,47.0,Boeing Corp./Sierra Nevada Corp.,UCS Database,0.9,Aluminum Alloy 7075,0.416,Silver Coating,0.348,Beryllium-Copper Alloy,0.236
40974,SINOD D-1,2015,2.0,1.44,USA,USA,Technology Demonstration,LEO,494,800,64.78,SRI International,UCS Database,0.9,Phenolic Composite,0.426,Borosilicate Glass,0.312,Epoxy Composite,0.262
41186,ORBCOMM OG2 FM-115,2015,172.0,,USA,USA,Communications,LEO,613,655,47.0,Boeing Corp./Sierra Nevada Corp.,UCS Database,0.9,,,,,,
40961,"Jilin-1-1 (Optical A, Lingqiao 1)",2015,400.0,288.0,China,NR,Earth Observation,LEO,638,662,98.05,Chang Guang Satellite Technology Co. Ltd.,UCS Database,0.9,Ceramic Thermal Tiles,0.475,Inconel 625,0.223,Polypropylene,0.302
40934,Lemur-2 Jeroen (Lemur 2F3),2015,10.0,7.2,USA,NR,Earth Observation,LEO,635,649,6.01,Spire Global,UCS Database,0.9,Aluminum Alloy 6061,0.491,Copper Wiring,0.314,Polyethylene (HDPE),0.195
40936,exactView 9,2015,6.0,4.32,Canada,NR,Communications,LEO,630,649,6.0,Space Flight Laboratory (SFL),UCS Database,0.9,Glass Fiber Reinforced Polymer,0.597,Tungsten Masses,0.286,Kapton Polyimide,0.117
40933,Lemur-2 Chris (Lemur 2F4),2015,10.0,,USA,NR,Earth Observation,LEO,635,649,6.0,Spire Global,UCS Database,0.9,,,,,,
41174,"Galileo FOC FM9 (0209, Galileo 12, E09)",2015,723.0,506.1,ESA,NR,Navigation/Global Positioning,Unknown,"23,551","23,568",54.95,"OHB-System GmbH, SSTL ",UCS Database,0.9,Aluminum Alloy 7075,0.564,Niobium Alloy,0.312,Solder Alloy SAC305,0.124
40970,SNaP-3 Alice,2015,5.0,3.6,USA,USA,Technology Development,LEO,495,801,64.78,US Army Space and Missile Defense Command,UCS Database,0.9,Silver Coating,0.488,Magnesium Alloy AZ31,0.22,Kapton Polyimide,0.292
40972,SNaP-3 Eddie,2015,5.0,3.6,USA,USA,Technology Development,LEO,496,801,64.78,US Army Space and Missile Defense Command,UCS Database,0.9,Phenolic Composite,0.48,Silicone Elastomer,0.229,PCB FR-4 Substrate,0.291
40932,Lemur-2 Joel (Lemur 2F1),2015,10.0,7.2,USA,NR,Earth Observation,LEO,629,649,6.0,Spire Global,UCS Database,0.9,PEEK Polymer,0.439,Quartz Glass,0.329,Tungsten Masses,0.232
40975,SNaP-3 Jimi,2015,5.0,3.6,USA,USA,Technology Development,LEO,495,801,64.78,US Army Space and Missile Defense Command,UCS Database,0.9,Multi-Layer Insulation Foil,0.407,Teflon (PTFE),0.339,Quartz Glass,0.254
41179,ORBCOMM OG2 FM-114,2015,172.0,123.84,USA,USA,Communications,LEO,614,658,47.0,Boeing Corp./Sierra Nevada Corp.,UCS Database,0.9,Kevlar Composite,0.566,Teflon (PTFE),0.302,Rhenium Alloy,0.132
41167,Kent Ridge 1,2015,78.0,56.16,Singapore,NR,Earth Observation,LEO,534,551,14.98,National University of Singapore,UCS Database,0.9,Quartz Glass,0.531,Inconel 625,0.291,Beryllium-Copper Alloy,0.178
40931,LAPAN A2,2015,68.0,,Indonesia,Indonesia,Earth Observation,LEO,631,650,6.0,Indonesian National Institute of Aeronautics and Space,UCS Database,0.9,,,,,,
40536,"Kompsat-3A (Arirang 3A, Korean Multipurpose Satellite-3A)",2015,980.0,705.6,South Korea,South Korea,Earth Observation,LEO,522,540,97.5,Korea Aerospace Research Institute (KARI),UCS Database,0.9,Solder Alloy SAC305,0.497,Stainless Steel 316,0.244,Solar Cell Silicon,0.259
40904,Kaituo-1A (Xinyan-2),2015,130.0,93.6,China,NR,Technology Development,LEO,518,536,97.46,China Aerospace Science and Technology Corp. (CASC),UCS Database,0.9,Beryllium-Copper Alloy,0.533,Teflon (PTFE),0.227,GaAs Semiconductor,0.24
40935,Lemur-2 Peter (Lemur 2F2),2015,10.0,,USA,NR,Earth Observation,LEO,634,650,6.01,Spire Global,UCS Database,0.9,,,,,,
41188,ORBCOMM OG2 FM-117,2015,172.0,123.84,USA,USA,Communications,LEO,614,656,47.0,Boeing Corp./Sierra Nevada Corp.,UCS Database,0.9,Titanium Alloy Ti-6Al-4V,0.563,Kevlar Composite,0.266,Copper Wiring,0.171
40960,"Jilin-1 (Lingqiao-B, Lingqiao Video B)",2015,95.0,68.4,China,NR,Earth Observation,LEO,639,663,98.04,Chang Guang Satellite Technology Co. Ltd.,UCS Database,0.9,Silicone Elastomer,0.506,PCB FR-4 Substrate,0.293,Inconel 718,0.201
40973,PropCube-3 (PropCube Flora),2015,1.0,0.72,USA,NR,Space Science,LEO,493,800,64.78,Tyvak Nanosatellite Systems,UCS Database,0.9,Nomex Honeycomb,0.442,Rhenium Alloy,0.323,Magnesium Alloy AZ31,0.235
40976,PropCube-1 (PropCube Merryweather),2015,1.0,0.72,USA,NR,Space Science,LEO,494,800,64.78,Tyvak Nanosatellite Systems,UCS Database,0.9,Solder Alloy SAC305,0.531,Beryllium Structure,0.296,Epoxy Composite,0.173
41185,ORBCOMM OG2 FM-113,2015,172.0,123.84,USA,USA,Communications,LEO,614,656,47.0,Boeing Corp./Sierra Nevada Corp.,UCS Database,0.9,Inconel 718,0.404,Teflon (PTFE),0.295,Aluminum Alloy 2024,0.301
41187,ORBCOMM OG2 FM-108,2015,172.0,,USA,USA,Communications,LEO,614,657,47.0,Boeing Corp./Sierra Nevada Corp.,UCS Database,0.9,,,,,,
40554,Gonets M-13 (Gonets M23),2015,280.0,196.0,Russia,Russia,Communications,Unknown,"1,171","1,504",82.4,ISS Reshetnev,UCS Database,0.9,Inconel 718,0.564,Aluminum Alloy 7075,0.261,Kevlar Composite,0.175
40920,"Rodnik (Cosmos 2507, Strela 3M)",2015,280.0,196.0,Russia,Russia,Communications,Unknown,"1,497","1,506",82.5,OAS ISS,UCS Database,0.9,Polyethylene (HDPE),0.494,Inconel 718,0.28,Silver Coating,0.226
40921,"Rodnik (Cosmos 2508, Strela 3M)",2015,280.0,196.0,Russia,Russia,Communications,Unknown,"1,496","1,504",82.49,OAS ISS,UCS Database,0.9,CFRP Honeycomb,0.545,Aluminum Alloy 2024,0.239,Magnesium Alloy AZ31,0.216
40922,"Rodnik (Cosmos 2509, Strela 3M)",2015,280.0,196.0,Russia,Russia,Communications,Unknown,"1,498","1,508",82.49,OAS ISS,UCS Database,0.9,Ceramic Thermal Tiles,0.599,Silicone Elastomer,0.315,PEEK Polymer,0.086
40553,Gonets M-12 (Gonets M22),2015,280.0,,Russia,Russia,Communications,Unknown,"1,494","1,506",82.4,ISS Reshetnev,UCS Database,0.9,,,,,,
40657,GEARRSAT-2 (Globalstar Experiment And Risk Reduction Satellite),2015,10.0,,USA,NR,Technology Development,LEO,356,700,55.0,NearSpace Launch/Air Force Research Laboratory,UCS Database,0.9,,,,,,
40552,Gonets M-11 (Gonets M21),2015,280.0,,Russia,Russia,Communications,Unknown,"1,497","1,508",82.4,ISS Reshetnev,UCS Database,0.9,,,,,,
40905,Naxing 2,2015,20.0,,China,NR,Technology Development,LEO,519,540,97.45,Tsinghua University,UCS Database,0.9,,,,,,
